Time,Value,MEASURE,Description
2014,1.6,ERP_14,Persons - 85 years and over (%)
2015,1.6,ERP_14,Persons - 85 years and over (%)
2016,1.7,ERP_14,Persons - 85 years and over (%)
2017,1.7,ERP_14,Persons - 85 years and over (%)
2012,6446,ERP_M_2,Males - 0-4 years (no.)
2013,6443,ERP_M_2,Males - 0-4 years (no.)
2014,6323,ERP_M_2,Males - 0-4 years (no.)
2015,6080,ERP_M_2,Males - 0-4 years (no.)
2016,5877,ERP_M_2,Males - 0-4 years (no.)
2017,5784,ERP_M_2,Males - 0-4 years (no.)
2012,4556,ERP_M_3,Males - 5-9 years (no.)
2013,4816,ERP_M_3,Males - 5-9 years (no.)
2014,5040,ERP_M_3,Males - 5-9 years (no.)
2015,5204,ERP_M_3,Males - 5-9 years (no.)
2016,5213,ERP_M_3,Males - 5-9 years (no.)
2017,5207,ERP_M_3,Males - 5-9 years (no.)
2012,3421,ERP_M_4,Males - 10-14 years (no.)
2013,3629,ERP_M_4,Males - 10-14 years (no.)
2014,3762,ERP_M_4,Males - 10-14 years (no.)
2015,3905,ERP_M_4,Males - 10-14 years (no.)
2016,4048,ERP_M_4,Males - 10-14 years (no.)
2017,4190,ERP_M_4,Males - 10-14 years (no.)
2012,3471,ERP_M_5,Males - 15-19 years (no.)
2013,3448,ERP_M_5,Males - 15-19 years (no.)
2014,3540,ERP_M_5,Males - 15-19 years (no.)
2015,3586,ERP_M_5,Males - 15-19 years (no.)
2016,3706,ERP_M_5,Males - 15-19 years (no.)
2017,3860,ERP_M_5,Males - 15-19 years (no.)
2012,6242,ERP_M_6,Males - 20-24 years (no.)
2013,6331,ERP_M_6,Males - 20-24 years (no.)
2014,6355,ERP_M_6,Males - 20-24 years (no.)
2015,6546,ERP_M_6,Males - 20-24 years (no.)
2016,6823,ERP_M_6,Males - 20-24 years (no.)
2017,6988,ERP_M_6,Males - 20-24 years (no.)
2012,8696,ERP_M_7,Males - 25-29 years (no.)
2013,8841,ERP_M_7,Males - 25-29 years (no.)
2014,9131,ERP_M_7,Males - 25-29 years (no.)
2015,9465,ERP_M_7,Males - 25-29 years (no.)
2016,9825,ERP_M_7,Males - 25-29 years (no.)
2017,10273,ERP_M_7,Males - 25-29 years (no.)
2012,9254,ERP_M_8,Males - 30-34 years (no.)
2013,9313,ERP_M_8,Males - 30-34 years (no.)
2014,9391,ERP_M_8,Males - 30-34 years (no.)
2015,9485,ERP_M_8,Males - 30-34 years (no.)
2016,9654,ERP_M_8,Males - 30-34 years (no.)
2017,9906,ERP_M_8,Males - 30-34 years (no.)
2012,8809,ERP_M_9,Males - 35-39 years (no.)
2013,8567,ERP_M_9,Males - 35-39 years (no.)
2014,8375,ERP_M_9,Males - 35-39 years (no.)
2015,8282,ERP_M_9,Males - 35-39 years (no.)
2016,8371,ERP_M_9,Males - 35-39 years (no.)
2017,8610,ERP_M_9,Males - 35-39 years (no.)
2012,8069,ERP_M_10,Males - 40-44 years (no.)
2013,8207,ERP_M_10,Males - 40-44 years (no.)
2014,8203,ERP_M_10,Males - 40-44 years (no.)
2015,8174,ERP_M_10,Males - 40-44 years (no.)
2016,7944,ERP_M_10,Males - 40-44 years (no.)
2017,7730,ERP_M_10,Males - 40-44 years (no.)
2012,6499,ERP_M_11,Males - 45-49 years (no.)
2013,6466,ERP_M_11,Males - 45-49 years (no.)
2014,6588,ERP_M_11,Males - 45-49 years (no.)
2015,6642,ERP_M_11,Males - 45-49 years (no.)
2016,6803,ERP_M_11,Males - 45-49 years (no.)
2017,7077,ERP_M_11,Males - 45-49 years (no.)
2012,5581,ERP_M_12,Males - 50-54 years (no.)
2013,5808,ERP_M_12,Males - 50-54 years (no.)
2014,5933,ERP_M_12,Males - 50-54 years (no.)
2015,5998,ERP_M_12,Males - 50-54 years (no.)
2016,6014,ERP_M_12,Males - 50-54 years (no.)
2017,6011,ERP_M_12,Males - 50-54 years (no.)
2012,4683,ERP_M_13,Males - 55-59 years (no.)
2013,4740,ERP_M_13,Males - 55-59 years (no.)
2014,4826,ERP_M_13,Males - 55-59 years (no.)
2015,4945,ERP_M_13,Males - 55-59 years (no.)
2016,5052,ERP_M_13,Males - 55-59 years (no.)
2017,5176,ERP_M_13,Males - 55-59 years (no.)
2012,4048,ERP_M_14,Males - 60-64 years (no.)
2013,4054,ERP_M_14,Males - 60-64 years (no.)
2014,4146,ERP_M_14,Males - 60-64 years (no.)
2015,4219,ERP_M_14,Males - 60-64 years (no.)
2016,4200,ERP_M_14,Males - 60-64 years (no.)
2017,4192,ERP_M_14,Males - 60-64 years (no.)
2012,3198,ERP_M_15,Males - 65-69 years (no.)
2013,3389,ERP_M_15,Males - 65-69 years (no.)
2014,3496,ERP_M_15,Males - 65-69 years (no.)
2015,3514,ERP_M_15,Males - 65-69 years (no.)
2016,3605,ERP_M_15,Males - 65-69 years (no.)
2017,3606,ERP_M_15,Males - 65-69 years (no.)
2012,2230,ERP_M_16,Males - 70-74 years (no.)
2013,2263,ERP_M_16,Males - 70-74 years (no.)
2014,2308,ERP_M_16,Males - 70-74 years (no.)
2015,2437,ERP_M_16,Males - 70-74 years (no.)
2016,2563,ERP_M_16,Males - 70-74 years (no.)
2017,2768,ERP_M_16,Males - 70-74 years (no.)
2012,1821,ERP_M_17,Males - 75-79 years (no.)
2013,1830,ERP_M_17,Males - 75-79 years (no.)
2014,1814,ERP_M_17,Males - 75-79 years (no.)
2015,1821,ERP_M_17,Males - 75-79 years (no.)
2016,1815,ERP_M_17,Males - 75-79 years (no.)
2017,1838,ERP_M_17,Males - 75-79 years (no.)
2012,1262,ERP_M_18,Males - 80-84 years (no.)
2013,1284,ERP_M_18,Males - 80-84 years (no.)
2014,1328,ERP_M_18,Males - 80-84 years (no.)
2015,1352,ERP_M_18,Males - 80-84 years (no.)
2016,1375,ERP_M_18,Males - 80-84 years (no.)
2017,1354,ERP_M_18,Males - 80-84 years (no.)
2012,995,ERP_M_19,Males - 85 and over (no.)
2013,1030,ERP_M_19,Males - 85 and over (no.)
2014,1081,ERP_M_19,Males - 85 and over (no.)
2015,1110,ERP_M_19,Males - 85 and over (no.)
2016,1192,ERP_M_19,Males - 85 and over (no.)
2017,1247,ERP_M_19,Males - 85 and over (no.)
2012,89281,ERP_M_20,Males - Total (no.)
2013,90459,ERP_M_20,Males - Total (no.)
2014,91640,ERP_M_20,Males - Total (no.)
2015,92765,ERP_M_20,Males - Total (no.)
2016,94080,ERP_M_20,Males - Total (no.)
2017,95817,ERP_M_20,Males - Total (no.)
2012,6029,ERP_F_2,Females - 0-4 years (no.)
2013,6061,ERP_F_2,Females - 0-4 years (no.)
2014,5950,ERP_F_2,Females - 0-4 years (no.)
2015,5763,ERP_F_2,Females - 0-4 years (no.)
2016,5719,ERP_F_2,Females - 0-4 years (no.)
2017,5492,ERP_F_2,Females - 0-4 years (no.)
2012,4279,ERP_F_3,Females - 5-9 years (no.)
2013,4496,ERP_F_3,Females - 5-9 years (no.)
2014,4671,ERP_F_3,Females - 5-9 years (no.)
2015,4864,ERP_F_3,Females - 5-9 years (no.)
2016,4889,ERP_F_3,Females - 5-9 years (no.)
2017,4942,ERP_F_3,Females - 5-9 years (no.)
2012,3326,ERP_F_4,Females - 10-14 years (no.)
2013,3412,ERP_F_4,Females - 10-14 years (no.)
2014,3507,ERP_F_4,Females - 10-14 years (no.)
2015,3612,ERP_F_4,Females - 10-14 years (no.)
2016,3653,ERP_F_4,Females - 10-14 years (no.)
2017,3843,ERP_F_4,Females - 10-14 years (no.)
2012,3320,ERP_F_5,Females - 15-19 years (no.)
2013,3367,ERP_F_5,Females - 15-19 years (no.)
2014,3441,ERP_F_5,Females - 15-19 years (no.)
2015,3481,ERP_F_5,Females - 15-19 years (no.)
2016,3488,ERP_F_5,Females - 15-19 years (no.)
2017,3579,ERP_F_5,Females - 15-19 years (no.)
2012,6762,ERP_F_6,Females - 20-24 years (no.)
2013,6797,ERP_F_6,Females - 20-24 years (no.)
2014,6883,ERP_F_6,Females - 20-24 years (no.)
2015,7004,ERP_F_6,Females - 20-24 years (no.)
2016,7262,ERP_F_6,Females - 20-24 years (no.)
2017,7389,ERP_F_6,Females - 20-24 years (no.)
2012,9405,ERP_F_7,Females - 25-29 years (no.)
2013,9483,ERP_F_7,Females - 25-29 years (no.)
2014,9660,ERP_F_7,Females - 25-29 years (no.)
2015,10032,ERP_F_7,Females - 25-29 years (no.)
2016,10266,ERP_F_7,Females - 25-29 years (no.)
2017,10769,ERP_F_7,Females - 25-29 years (no.)
2012,9696,ERP_F_8,Females - 30-34 years (no.)
2013,9684,ERP_F_8,Females - 30-34 years (no.)
2014,9721,ERP_F_8,Females - 30-34 years (no.)
2015,9759,ERP_F_8,Females - 30-34 years (no.)
2016,9946,ERP_F_8,Females - 30-34 years (no.)
2017,10098,ERP_F_8,Females - 30-34 years (no.)
2012,9002,ERP_F_9,Females - 35-39 years (no.)
2013,8787,ERP_F_9,Females - 35-39 years (no.)
2014,8546,ERP_F_9,Females - 35-39 years (no.)
2015,8494,ERP_F_9,Females - 35-39 years (no.)
2016,8600,ERP_F_9,Females - 35-39 years (no.)
2017,8748,ERP_F_9,Females - 35-39 years (no.)
2012,8122,ERP_F_10,Females - 40-44 years (no.)
2013,8265,ERP_F_10,Females - 40-44 years (no.)
2014,8344,ERP_F_10,Females - 40-44 years (no.)
2015,8271,ERP_F_10,Females - 40-44 years (no.)
2016,7952,ERP_F_10,Females - 40-44 years (no.)
2017,7721,ERP_F_10,Females - 40-44 years (no.)
2012,6461,ERP_F_11,Females - 45-49 years (no.)
2013,6511,ERP_F_11,Females - 45-49 years (no.)
2014,6608,ERP_F_11,Females - 45-49 years (no.)
2015,6683,ERP_F_11,Females - 45-49 years (no.)
2016,6928,ERP_F_11,Females - 45-49 years (no.)
2017,7215,ERP_F_11,Females - 45-49 years (no.)
2012,5658,ERP_F_12,Females - 50-54 years (no.)
2013,5911,ERP_F_12,Females - 50-54 years (no.)
2014,6050,ERP_F_12,Females - 50-54 years (no.)
2015,6136,ERP_F_12,Females - 50-54 years (no.)
2016,6124,ERP_F_12,Females - 50-54 years (no.)
2017,6096,ERP_F_12,Females - 50-54 years (no.)
2012,5104,ERP_F_13,Females - 55-59 years (no.)
2013,5088,ERP_F_13,Females - 55-59 years (no.)
2014,5106,ERP_F_13,Females - 55-59 years (no.)
2015,5124,ERP_F_13,Females - 55-59 years (no.)
2016,5289,ERP_F_13,Females - 55-59 years (no.)
2017,5478,ERP_F_13,Females - 55-59 years (no.)
2012,4242,ERP_F_14,Females - 60-64 years (no.)
2013,4339,ERP_F_14,Females - 60-64 years (no.)
2014,4504,ERP_F_14,Females - 60-64 years (no.)
2015,4619,ERP_F_14,Females - 60-64 years (no.)
2016,4632,ERP_F_14,Females - 60-64 years (no.)
2017,4670,ERP_F_14,Females - 60-64 years (no.)
2012,3230,ERP_F_15,Females - 65-69 years (no.)
2013,3464,ERP_F_15,Females - 65-69 years (no.)
2014,3607,ERP_F_15,Females - 65-69 years (no.)
2015,3737,ERP_F_15,Females - 65-69 years (no.)
2016,3818,ERP_F_15,Females - 65-69 years (no.)
2017,3888,ERP_F_15,Females - 65-69 years (no.)
2012,2501,ERP_F_16,Females - 70-74 years (no.)
2013,2499,ERP_F_16,Females - 70-74 years (no.)
2014,2544,ERP_F_16,Females - 70-74 years (no.)
2015,2624,ERP_F_16,Females - 70-74 years (no.)
2016,2738,ERP_F_16,Females - 70-74 years (no.)
2017,2926,ERP_F_16,Females - 70-74 years (no.)
2012,2113,ERP_F_17,Females - 75-79 years (no.)
2013,2118,ERP_F_17,Females - 75-79 years (no.)
2014,2124,ERP_F_17,Females - 75-79 years (no.)
2015,2128,ERP_F_17,Females - 75-79 years (no.)
2016,2129,ERP_F_17,Females - 75-79 years (no.)
2017,2168,ERP_F_17,Females - 75-79 years (no.)
2012,1570,ERP_F_18,Females - 80-84 years (no.)
2013,1617,ERP_F_18,Females - 80-84 years (no.)
2014,1637,ERP_F_18,Females - 80-84 years (no.)
2015,1663,ERP_F_18,Females - 80-84 years (no.)
2016,1676,ERP_F_18,Females - 80-84 years (no.)
2017,1722,ERP_F_18,Females - 80-84 years (no.)
2012,1940,ERP_F_19,Females - 85 and over (no.)
2013,1939,ERP_F_19,Females - 85 and over (no.)
2014,1952,ERP_F_19,Females - 85 and over (no.)
2015,1952,ERP_F_19,Females - 85 and over (no.)
2016,2005,ERP_F_19,Females - 85 and over (no.)
2017,2003,ERP_F_19,Females - 85 and over (no.)
2012,92760,ERP_F_20,Females - Total (no.)
2013,93838,ERP_F_20,Females - Total (no.)
2014,94855,ERP_F_20,Females - Total (no.)
2015,95946,ERP_F_20,Females - Total (no.)
2016,97114,ERP_F_20,Females - Total (no.)
2017,98747,ERP_F_20,Females - Total (no.)
2012,12475,ERP_P_2,Persons - 0-4 years (no.)
2013,12504,ERP_P_2,Persons - 0-4 years (no.)
2014,12273,ERP_P_2,Persons - 0-4 years (no.)
2015,11843,ERP_P_2,Persons - 0-4 years (no.)
2016,11596,ERP_P_2,Persons - 0-4 years (no.)
2017,11276,ERP_P_2,Persons - 0-4 years (no.)
2012,8835,ERP_P_3,Persons - 5-9 years (no.)
2013,9312,ERP_P_3,Persons - 5-9 years (no.)
2014,9711,ERP_P_3,Persons - 5-9 years (no.)
2015,10068,ERP_P_3,Persons - 5-9 years (no.)
2016,10102,ERP_P_3,Persons - 5-9 years (no.)
2017,10149,ERP_P_3,Persons - 5-9 years (no.)
2012,6747,ERP_P_4,Persons - 10-14 years (no.)
2013,7041,ERP_P_4,Persons - 10-14 years (no.)
2014,7269,ERP_P_4,Persons - 10-14 years (no.)
2015,7517,ERP_P_4,Persons - 10-14 years (no.)
2016,7701,ERP_P_4,Persons - 10-14 years (no.)
2017,8033,ERP_P_4,Persons - 10-14 years (no.)
2012,6791,ERP_P_5,Persons - 15-19 years (no.)
2013,6815,ERP_P_5,Persons - 15-19 years (no.)
2014,6981,ERP_P_5,Persons - 15-19 years (no.)
2015,7067,ERP_P_5,Persons - 15-19 years (no.)
2016,7194,ERP_P_5,Persons - 15-19 years (no.)
2017,7439,ERP_P_5,Persons - 15-19 years (no.)
2012,13004,ERP_P_6,Persons - 20-24 years (no.)
2013,13128,ERP_P_6,Persons - 20-24 years (no.)
2014,13238,ERP_P_6,Persons - 20-24 years (no.)
2015,13550,ERP_P_6,Persons - 20-24 years (no.)
2016,14085,ERP_P_6,Persons - 20-24 years (no.)
2017,14377,ERP_P_6,Persons - 20-24 years (no.)
2012,18101,ERP_P_7,Persons - 25-29 years (no.)
2013,18324,ERP_P_7,Persons - 25-29 years (no.)
2014,18791,ERP_P_7,Persons - 25-29 years (no.)
2015,19497,ERP_P_7,Persons - 25-29 years (no.)
2016,20091,ERP_P_7,Persons - 25-29 years (no.)
2017,21042,ERP_P_7,Persons - 25-29 years (no.)
2012,18950,ERP_P_8,Persons - 30-34 years (no.)
2013,18997,ERP_P_8,Persons - 30-34 years (no.)
2014,19112,ERP_P_8,Persons - 30-34 years (no.)
2015,19244,ERP_P_8,Persons - 30-34 years (no.)
2016,19600,ERP_P_8,Persons - 30-34 years (no.)
2017,20004,ERP_P_8,Persons - 30-34 years (no.)
2012,17811,ERP_P_9,Persons - 35-39 years (no.)
2013,17354,ERP_P_9,Persons - 35-39 years (no.)
2014,16921,ERP_P_9,Persons - 35-39 years (no.)
2015,16776,ERP_P_9,Persons - 35-39 years (no.)
2016,16971,ERP_P_9,Persons - 35-39 years (no.)
2017,17358,ERP_P_9,Persons - 35-39 years (no.)
2012,16191,ERP_P_10,Persons - 40-44 years (no.)
2013,16472,ERP_P_10,Persons - 40-44 years (no.)
2014,16547,ERP_P_10,Persons - 40-44 years (no.)
2015,16445,ERP_P_10,Persons - 40-44 years (no.)
2016,15896,ERP_P_10,Persons - 40-44 years (no.)
2017,15451,ERP_P_10,Persons - 40-44 years (no.)
2012,12960,ERP_P_11,Persons - 45-49 years (no.)
2013,12977,ERP_P_11,Persons - 45-49 years (no.)
2014,13196,ERP_P_11,Persons - 45-49 years (no.)
2015,13325,ERP_P_11,Persons - 45-49 years (no.)
2016,13731,ERP_P_11,Persons - 45-49 years (no.)
2017,14292,ERP_P_11,Persons - 45-49 years (no.)
2012,11239,ERP_P_12,Persons - 50-54 years (no.)
2013,11719,ERP_P_12,Persons - 50-54 years (no.)
2014,11983,ERP_P_12,Persons - 50-54 years (no.)
2015,12134,ERP_P_12,Persons - 50-54 years (no.)
2016,12138,ERP_P_12,Persons - 50-54 years (no.)
2017,12107,ERP_P_12,Persons - 50-54 years (no.)
2012,9787,ERP_P_13,Persons - 55-59 years (no.)
2013,9828,ERP_P_13,Persons - 55-59 years (no.)
2014,9932,ERP_P_13,Persons - 55-59 years (no.)
2015,10069,ERP_P_13,Persons - 55-59 years (no.)
2016,10341,ERP_P_13,Persons - 55-59 years (no.)
2017,10654,ERP_P_13,Persons - 55-59 years (no.)
2012,8290,ERP_P_14,Persons - 60-64 years (no.)
2013,8393,ERP_P_14,Persons - 60-64 years (no.)
2014,8650,ERP_P_14,Persons - 60-64 years (no.)
2015,8838,ERP_P_14,Persons - 60-64 years (no.)
2016,8832,ERP_P_14,Persons - 60-64 years (no.)
2017,8862,ERP_P_14,Persons - 60-64 years (no.)
2012,6428,ERP_P_15,Persons - 65-69 years (no.)
2013,6853,ERP_P_15,Persons - 65-69 years (no.)
2014,7103,ERP_P_15,Persons - 65-69 years (no.)
2015,7251,ERP_P_15,Persons - 65-69 years (no.)
2016,7423,ERP_P_15,Persons - 65-69 years (no.)
2017,7494,ERP_P_15,Persons - 65-69 years (no.)
2012,4731,ERP_P_16,Persons - 70-74 years (no.)
2013,4762,ERP_P_16,Persons - 70-74 years (no.)
2014,4852,ERP_P_16,Persons - 70-74 years (no.)
2015,5061,ERP_P_16,Persons - 70-74 years (no.)
2016,5301,ERP_P_16,Persons - 70-74 years (no.)
2017,5694,ERP_P_16,Persons - 70-74 years (no.)
2012,3934,ERP_P_17,Persons - 75-79 years (no.)
2013,3948,ERP_P_17,Persons - 75-79 years (no.)
2014,3938,ERP_P_17,Persons - 75-79 years (no.)
2015,3949,ERP_P_17,Persons - 75-79 years (no.)
2016,3944,ERP_P_17,Persons - 75-79 years (no.)
2017,4006,ERP_P_17,Persons - 75-79 years (no.)
2012,2832,ERP_P_18,Persons - 80-84 years (no.)
2013,2901,ERP_P_18,Persons - 80-84 years (no.)
2014,2965,ERP_P_18,Persons - 80-84 years (no.)
2015,3015,ERP_P_18,Persons - 80-84 years (no.)
2016,3051,ERP_P_18,Persons - 80-84 years (no.)
2017,3076,ERP_P_18,Persons - 80-84 years (no.)
2012,2935,ERP_P_19,Persons - 85 and over (no.)
2013,2969,ERP_P_19,Persons - 85 and over (no.)
2014,3033,ERP_P_19,Persons - 85 and over (no.)
2015,3062,ERP_P_19,Persons - 85 and over (no.)
2016,3197,ERP_P_19,Persons - 85 and over (no.)
2017,3250,ERP_P_19,Persons - 85 and over (no.)
2012,182041,ERP_P_20,Persons - Total (no.)
2013,184297,ERP_P_20,Persons - Total (no.)
2014,186495,ERP_P_20,Persons - Total (no.)
2015,188711,ERP_P_20,Persons - Total (no.)
2016,191194,ERP_P_20,Persons - Total (no.)
2017,194564,ERP_P_20,Persons - Total (no.)
2012,73.1,ERP_18,Working Age Population (aged 15-64 years)
2013,72.7,ERP_18,Working Age Population (aged 15-64 years)
2014,72.6,ERP_18,Working Age Population (aged 15-64 years)
2015,72.6,ERP_18,Working Age Population (aged 15-64 years)
2016,72.6,ERP_18,Working Age Population (aged 15-64 years)
2017,72.8,ERP_18,Working Age Population (aged 15-64 years)
2012,36.5,ERP_19,Median Age - Males (years)
2013,36.4,ERP_19,Median Age - Males (years)
2014,36.3,ERP_19,Median Age - Males (years)
2015,36.2,ERP_19,Median Age - Males (years)
2016,36,ERP_19,Median Age - Males (years)
2017,35.9,ERP_19,Median Age - Males (years)
2012,37,ERP_22,Median Age - Females (years)
2013,37,ERP_22,Median Age - Females (years)
2014,37,ERP_22,Median Age - Females (years)
2015,36.9,ERP_22,Median Age - Females (years)
2016,36.8,ERP_22,Median Age - Females (years)
2017,36.7,ERP_22,Median Age - Females (years)
2012,36.7,ERP_23,Median Age - Persons (years)
2013,36.7,ERP_23,Median Age - Persons (years)
2014,36.7,ERP_23,Median Age - Persons (years)
2015,36.6,ERP_23,Median Age - Persons (years)
2016,36.4,ERP_23,Median Age - Persons (years)
2017,36.3,ERP_23,Median Age - Persons (years)
2012,2933,BD_2,Births and Deaths - Births (no.)
2013,2956,BD_2,Births and Deaths - Births (no.)
2014,2558,BD_2,Births and Deaths - Births (no.)
2015,2654,BD_2,Births and Deaths - Births (no.)
2016,2476,BD_2,Births and Deaths - Births (no.)
2012,1.7,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2013,1.6,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2014,1.6,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2015,1.5,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2016,1.4,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2012,1091,BD_4,Births and Deaths - Deaths (no.)
2013,992,BD_4,Births and Deaths - Deaths (no.)
2014,1072,BD_4,Births and Deaths - Deaths (no.)
2015,1079,BD_4,Births and Deaths - Deaths (no.)
2016,1011,BD_4,Births and Deaths - Deaths (no.)
2017,1045,BD_4,Births and Deaths - Deaths (no.)
2012,6.2,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2013,5.9,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2014,5.7,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2015,5.6,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2016,5.5,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2017,5.3,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2012,5146.6,ERP_21,Population density (ERP at 30 June) (persons/km2)
2013,5210.4,ERP_21,Population density (ERP at 30 June) (persons/km2)
2014,5272.5,ERP_21,Population density (ERP at 30 June) (persons/km2)
2015,5335.1,ERP_21,Population density (ERP at 30 June) (persons/km2)
2016,5405.3,ERP_21,Population density (ERP at 30 June) (persons/km2)
2017,5500.6,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,1.1,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,1.1,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1.1,CENSUS_3,Overseas Born Population - Proportion of Total Population - Census
2016,1.1,CENSUS_3,Overseas Born Population - Proportion of Total Population - Census
2011,3.2,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,2.8,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,7.4,CENSUS_5,Born in North-West Europe (%)
2016,7.2,CENSUS_5,Born in North-West Europe (%)
2011,6.7,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,5.9,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,1.6,CENSUS_7,Born in North Africa and the Middle East (%)
2016,1.5,CENSUS_7,Born in North Africa and the Middle East (%)
2011,4.8,CENSUS_8,Born in South-East Asia (%)
2016,5.2,CENSUS_8,Born in South-East Asia (%)
2011,4.8,CENSUS_9,Born in North-East Asia (%)
2016,5.1,CENSUS_9,Born in North-East Asia (%)
2011,3.1,CENSUS_10,Born in Southern and Central Asia (%)
2016,3.1,CENSUS_10,Born in Southern and Central Asia (%)
2011,2.2,CENSUS_11,Born in Americas (%)
2016,2.5,CENSUS_11,Born in Americas (%)
2011,0.9,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,0.9,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,34.8,CENSUS_13,Total born overseas (%)
2016,34.2,CENSUS_13,Total born overseas (%)
2016,3.6,CENSUS_15,Buddhism (%)
2016,39.7,CENSUS_16,Christianity (%)
2016,2.4,CENSUS_17,Hinduism (%)
2016,1.4,CENSUS_18,Islam (%)
2016,0.4,CENSUS_19,Judaism (%)
2016,0.5,CENSUS_20,Other Religions (%)
2016,41.3,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,10.7,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,80,CENSUS_29,Australian citizen (%)
2016,78.4,CENSUS_29,Australian citizen (%)
2011,12.8,CENSUS_30,Not an Australian citizen (%)
2016,13.5,CENSUS_30,Not an Australian citizen (%)
2011,7.2,CENSUS_31,Australian Citizenship - Not stated (%)
2016,8.1,CENSUS_31,Australian Citizenship - Not stated (%)
2011,29.3,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,28.4,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,10924,CABEE_2,Number of non-employing businesses (no.)
2014,11028,CABEE_2,Number of non-employing businesses (no.)
2015,11190,CABEE_2,Number of non-employing businesses (no.)
