Time,Value,MEASURE,Description
2014,922,ERP_M_18,Males - 80-84 years (no.)
2015,979,ERP_M_18,Males - 80-84 years (no.)
2016,1003,ERP_M_18,Males - 80-84 years (no.)
2017,1026,ERP_M_18,Males - 80-84 years (no.)
2012,539,ERP_M_19,Males - 85 and over (no.)
2013,606,ERP_M_19,Males - 85 and over (no.)
2014,645,ERP_M_19,Males - 85 and over (no.)
2015,707,ERP_M_19,Males - 85 and over (no.)
2016,763,ERP_M_19,Males - 85 and over (no.)
2017,843,ERP_M_19,Males - 85 and over (no.)
2012,100716,ERP_M_20,Males - Total (no.)
2013,103852,ERP_M_20,Males - Total (no.)
2014,107554,ERP_M_20,Males - Total (no.)
2015,111912,ERP_M_20,Males - Total (no.)
2016,115987,ERP_M_20,Males - Total (no.)
2017,120965,ERP_M_20,Males - Total (no.)
2012,3234,ERP_F_2,Females - 0-4 years (no.)
2013,3426,ERP_F_2,Females - 0-4 years (no.)
2014,3543,ERP_F_2,Females - 0-4 years (no.)
2015,3696,ERP_F_2,Females - 0-4 years (no.)
2016,3831,ERP_F_2,Females - 0-4 years (no.)
2017,4014,ERP_F_2,Females - 0-4 years (no.)
2012,1796,ERP_F_3,Females - 5-9 years (no.)
2013,1879,ERP_F_3,Females - 5-9 years (no.)
2014,1979,ERP_F_3,Females - 5-9 years (no.)
2015,2085,ERP_F_3,Females - 5-9 years (no.)
2016,2149,ERP_F_3,Females - 5-9 years (no.)
2017,2268,ERP_F_3,Females - 5-9 years (no.)
2012,1474,ERP_F_4,Females - 10-14 years (no.)
2013,1535,ERP_F_4,Females - 10-14 years (no.)
2014,1634,ERP_F_4,Females - 10-14 years (no.)
2015,1665,ERP_F_4,Females - 10-14 years (no.)
2016,1644,ERP_F_4,Females - 10-14 years (no.)
2017,1667,ERP_F_4,Females - 10-14 years (no.)
2012,3676,ERP_F_5,Females - 15-19 years (no.)
2013,4024,ERP_F_5,Females - 15-19 years (no.)
2014,4354,ERP_F_5,Females - 15-19 years (no.)
2015,4723,ERP_F_5,Females - 15-19 years (no.)
2016,5082,ERP_F_5,Females - 15-19 years (no.)
2017,4482,ERP_F_5,Females - 15-19 years (no.)
2012,12730,ERP_F_6,Females - 20-24 years (no.)
2013,13419,ERP_F_6,Females - 20-24 years (no.)
2014,14320,ERP_F_6,Females - 20-24 years (no.)
2015,15358,ERP_F_6,Females - 20-24 years (no.)
2016,16460,ERP_F_6,Females - 20-24 years (no.)
2017,17999,ERP_F_6,Females - 20-24 years (no.)
2012,16619,ERP_F_7,Females - 25-29 years (no.)
2013,17044,ERP_F_7,Females - 25-29 years (no.)
2014,17733,ERP_F_7,Females - 25-29 years (no.)
2015,18764,ERP_F_7,Females - 25-29 years (no.)
2016,19730,ERP_F_7,Females - 25-29 years (no.)
2017,21310,ERP_F_7,Females - 25-29 years (no.)
2012,12842,ERP_F_8,Females - 30-34 years (no.)
2013,13429,ERP_F_8,Females - 30-34 years (no.)
2014,14065,ERP_F_8,Females - 30-34 years (no.)
2015,14704,ERP_F_8,Females - 30-34 years (no.)
2016,15370,ERP_F_8,Females - 30-34 years (no.)
2017,16057,ERP_F_8,Females - 30-34 years (no.)
2012,7974,ERP_F_9,Females - 35-39 years (no.)
2013,8225,ERP_F_9,Females - 35-39 years (no.)
2014,8530,ERP_F_9,Females - 35-39 years (no.)
2015,8867,ERP_F_9,Females - 35-39 years (no.)
2016,9085,ERP_F_9,Females - 35-39 years (no.)
2017,9772,ERP_F_9,Females - 35-39 years (no.)
2012,5625,ERP_F_10,Females - 40-44 years (no.)
2013,5917,ERP_F_10,Females - 40-44 years (no.)
2014,6147,ERP_F_10,Females - 40-44 years (no.)
2015,6222,ERP_F_10,Females - 40-44 years (no.)
2016,6192,ERP_F_10,Females - 40-44 years (no.)
2017,6330,ERP_F_10,Females - 40-44 years (no.)
2012,4381,ERP_F_11,Females - 45-49 years (no.)
2013,4376,ERP_F_11,Females - 45-49 years (no.)
2014,4527,ERP_F_11,Females - 45-49 years (no.)
2015,4825,ERP_F_11,Females - 45-49 years (no.)
2016,5142,ERP_F_11,Females - 45-49 years (no.)
2017,5349,ERP_F_11,Females - 45-49 years (no.)
2012,4093,ERP_F_12,Females - 50-54 years (no.)
2013,4229,ERP_F_12,Females - 50-54 years (no.)
2014,4438,ERP_F_12,Females - 50-54 years (no.)
2015,4584,ERP_F_12,Females - 50-54 years (no.)
2016,4607,ERP_F_12,Females - 50-54 years (no.)
2017,4632,ERP_F_12,Females - 50-54 years (no.)
2012,3846,ERP_F_13,Females - 55-59 years (no.)
2013,3923,ERP_F_13,Females - 55-59 years (no.)
2014,4007,ERP_F_13,Females - 55-59 years (no.)
2015,4199,ERP_F_13,Females - 55-59 years (no.)
2016,4348,ERP_F_13,Females - 55-59 years (no.)
2017,4443,ERP_F_13,Females - 55-59 years (no.)
2012,3170,ERP_F_14,Females - 60-64 years (no.)
2013,3292,ERP_F_14,Females - 60-64 years (no.)
2014,3472,ERP_F_14,Females - 60-64 years (no.)
2015,3693,ERP_F_14,Females - 60-64 years (no.)
2016,3857,ERP_F_14,Females - 60-64 years (no.)
2017,4039,ERP_F_14,Females - 60-64 years (no.)
2012,2471,ERP_F_15,Females - 65-69 years (no.)
2013,2723,ERP_F_15,Females - 65-69 years (no.)
2014,2896,ERP_F_15,Females - 65-69 years (no.)
2015,3048,ERP_F_15,Females - 65-69 years (no.)
2016,3229,ERP_F_15,Females - 65-69 years (no.)
2017,3258,ERP_F_15,Females - 65-69 years (no.)
2012,1707,ERP_F_16,Females - 70-74 years (no.)
2013,1758,ERP_F_16,Females - 70-74 years (no.)
2014,1881,ERP_F_16,Females - 70-74 years (no.)
2015,2091,ERP_F_16,Females - 70-74 years (no.)
2016,2229,ERP_F_16,Females - 70-74 years (no.)
2017,2381,ERP_F_16,Females - 70-74 years (no.)
2012,1279,ERP_F_17,Females - 75-79 years (no.)
2013,1293,ERP_F_17,Females - 75-79 years (no.)
2014,1406,ERP_F_17,Females - 75-79 years (no.)
2015,1500,ERP_F_17,Females - 75-79 years (no.)
2016,1596,ERP_F_17,Females - 75-79 years (no.)
2017,1610,ERP_F_17,Females - 75-79 years (no.)
2012,921,ERP_F_18,Females - 80-84 years (no.)
2013,957,ERP_F_18,Females - 80-84 years (no.)
2014,964,ERP_F_18,Females - 80-84 years (no.)
2015,994,ERP_F_18,Females - 80-84 years (no.)
2016,1050,ERP_F_18,Females - 80-84 years (no.)
2017,1139,ERP_F_18,Females - 80-84 years (no.)
2012,989,ERP_F_19,Females - 85 and over (no.)
2013,1017,ERP_F_19,Females - 85 and over (no.)
2014,1066,ERP_F_19,Females - 85 and over (no.)
2015,1107,ERP_F_19,Females - 85 and over (no.)
2016,1129,ERP_F_19,Females - 85 and over (no.)
2017,1211,ERP_F_19,Females - 85 and over (no.)
2012,88827,ERP_F_20,Females - Total (no.)
2013,92466,ERP_F_20,Females - Total (no.)
2014,96962,ERP_F_20,Females - Total (no.)
2015,102125,ERP_F_20,Females - Total (no.)
2016,106730,ERP_F_20,Females - Total (no.)
2017,111961,ERP_F_20,Females - Total (no.)
2012,6863,ERP_P_2,Persons - 0-4 years (no.)
2013,7215,ERP_P_2,Persons - 0-4 years (no.)
2014,7425,ERP_P_2,Persons - 0-4 years (no.)
2015,7620,ERP_P_2,Persons - 0-4 years (no.)
2016,7775,ERP_P_2,Persons - 0-4 years (no.)
2017,8202,ERP_P_2,Persons - 0-4 years (no.)
2012,3596,ERP_P_3,Persons - 5-9 years (no.)
2013,3848,ERP_P_3,Persons - 5-9 years (no.)
2014,4046,ERP_P_3,Persons - 5-9 years (no.)
2015,4279,ERP_P_3,Persons - 5-9 years (no.)
2016,4392,ERP_P_3,Persons - 5-9 years (no.)
2017,4664,ERP_P_3,Persons - 5-9 years (no.)
2012,2924,ERP_P_4,Persons - 10-14 years (no.)
2013,2988,ERP_P_4,Persons - 10-14 years (no.)
2014,3140,ERP_P_4,Persons - 10-14 years (no.)
2015,3222,ERP_P_4,Persons - 10-14 years (no.)
2016,3262,ERP_P_4,Persons - 10-14 years (no.)
2017,3328,ERP_P_4,Persons - 10-14 years (no.)
2012,6870,ERP_P_5,Persons - 15-19 years (no.)
2013,7464,ERP_P_5,Persons - 15-19 years (no.)
2014,8048,ERP_P_5,Persons - 15-19 years (no.)
2015,8637,ERP_P_5,Persons - 15-19 years (no.)
2016,9247,ERP_P_5,Persons - 15-19 years (no.)
2017,8214,ERP_P_5,Persons - 15-19 years (no.)
2012,24516,ERP_P_6,Persons - 20-24 years (no.)
2013,25743,ERP_P_6,Persons - 20-24 years (no.)
2014,27340,ERP_P_6,Persons - 20-24 years (no.)
2015,29109,ERP_P_6,Persons - 20-24 years (no.)
2016,31023,ERP_P_6,Persons - 20-24 years (no.)
2017,33849,ERP_P_6,Persons - 20-24 years (no.)
2012,34385,ERP_P_7,Persons - 25-29 years (no.)
2013,35217,ERP_P_7,Persons - 25-29 years (no.)
2014,36573,ERP_P_7,Persons - 25-29 years (no.)
2015,38455,ERP_P_7,Persons - 25-29 years (no.)
2016,40312,ERP_P_7,Persons - 25-29 years (no.)
2017,43095,ERP_P_7,Persons - 25-29 years (no.)
2012,28079,ERP_P_8,Persons - 30-34 years (no.)
2013,29096,ERP_P_8,Persons - 30-34 years (no.)
2014,30214,ERP_P_8,Persons - 30-34 years (no.)
2015,31542,ERP_P_8,Persons - 30-34 years (no.)
2016,32985,ERP_P_8,Persons - 30-34 years (no.)
2017,34464,ERP_P_8,Persons - 30-34 years (no.)
2012,18527,ERP_P_9,Persons - 35-39 years (no.)
2013,18923,ERP_P_9,Persons - 35-39 years (no.)
2014,19336,ERP_P_9,Persons - 35-39 years (no.)
2015,20027,ERP_P_9,Persons - 35-39 years (no.)
2016,20542,ERP_P_9,Persons - 35-39 years (no.)
2017,21834,ERP_P_9,Persons - 35-39 years (no.)
2012,13861,ERP_P_10,Persons - 40-44 years (no.)
2013,14259,ERP_P_10,Persons - 40-44 years (no.)
2014,14621,ERP_P_10,Persons - 40-44 years (no.)
2015,14770,ERP_P_10,Persons - 40-44 years (no.)
2016,14596,ERP_P_10,Persons - 40-44 years (no.)
2017,14780,ERP_P_10,Persons - 40-44 years (no.)
2012,10668,ERP_P_11,Persons - 45-49 years (no.)
2013,10776,ERP_P_11,Persons - 45-49 years (no.)
2014,11069,ERP_P_11,Persons - 45-49 years (no.)
2015,11481,ERP_P_11,Persons - 45-49 years (no.)
2016,11948,ERP_P_11,Persons - 45-49 years (no.)
2017,12499,ERP_P_11,Persons - 45-49 years (no.)
2012,9395,ERP_P_12,Persons - 50-54 years (no.)
2013,9754,ERP_P_12,Persons - 50-54 years (no.)
2014,10208,ERP_P_12,Persons - 50-54 years (no.)
2015,10570,ERP_P_12,Persons - 50-54 years (no.)
2016,10670,ERP_P_12,Persons - 50-54 years (no.)
2017,10650,ERP_P_12,Persons - 50-54 years (no.)
2012,8183,ERP_P_13,Persons - 55-59 years (no.)
2013,8414,ERP_P_13,Persons - 55-59 years (no.)
2014,8606,ERP_P_13,Persons - 55-59 years (no.)
2015,9013,ERP_P_13,Persons - 55-59 years (no.)
2016,9481,ERP_P_13,Persons - 55-59 years (no.)
2017,9725,ERP_P_13,Persons - 55-59 years (no.)
2012,6943,ERP_P_14,Persons - 60-64 years (no.)
2013,7065,ERP_P_14,Persons - 60-64 years (no.)
2014,7392,ERP_P_14,Persons - 60-64 years (no.)
2015,7700,ERP_P_14,Persons - 60-64 years (no.)
2016,7904,ERP_P_14,Persons - 60-64 years (no.)
2017,8285,ERP_P_14,Persons - 60-64 years (no.)
2012,5287,ERP_P_15,Persons - 65-69 years (no.)
2013,5735,ERP_P_15,Persons - 65-69 years (no.)
2014,6144,ERP_P_15,Persons - 65-69 years (no.)
2015,6563,ERP_P_15,Persons - 65-69 years (no.)
2016,6915,ERP_P_15,Persons - 65-69 years (no.)
2017,6887,ERP_P_15,Persons - 65-69 years (no.)
2012,3556,ERP_P_16,Persons - 70-74 years (no.)
2013,3737,ERP_P_16,Persons - 70-74 years (no.)
2014,3941,ERP_P_16,Persons - 70-74 years (no.)
2015,4303,ERP_P_16,Persons - 70-74 years (no.)
2016,4606,ERP_P_16,Persons - 70-74 years (no.)
2017,5019,ERP_P_16,Persons - 70-74 years (no.)
2012,2586,ERP_P_17,Persons - 75-79 years (no.)
2013,2628,ERP_P_17,Persons - 75-79 years (no.)
2014,2816,ERP_P_17,Persons - 75-79 years (no.)
2015,2959,ERP_P_17,Persons - 75-79 years (no.)
2016,3114,ERP_P_17,Persons - 75-79 years (no.)
2017,3212,ERP_P_17,Persons - 75-79 years (no.)
2012,1776,ERP_P_18,Persons - 80-84 years (no.)
2013,1833,ERP_P_18,Persons - 80-84 years (no.)
2014,1886,ERP_P_18,Persons - 80-84 years (no.)
2015,1973,ERP_P_18,Persons - 80-84 years (no.)
2016,2053,ERP_P_18,Persons - 80-84 years (no.)
2017,2165,ERP_P_18,Persons - 80-84 years (no.)
2012,1528,ERP_P_19,Persons - 85 and over (no.)
2013,1623,ERP_P_19,Persons - 85 and over (no.)
2014,1711,ERP_P_19,Persons - 85 and over (no.)
2015,1814,ERP_P_19,Persons - 85 and over (no.)
2016,1892,ERP_P_19,Persons - 85 and over (no.)
2017,2054,ERP_P_19,Persons - 85 and over (no.)
2012,189543,ERP_P_20,Persons - Total (no.)
2013,196318,ERP_P_20,Persons - Total (no.)
2014,204516,ERP_P_20,Persons - Total (no.)
2015,214037,ERP_P_20,Persons - Total (no.)
2016,222717,ERP_P_20,Persons - Total (no.)
2017,232926,ERP_P_20,Persons - Total (no.)
2012,85.2,ERP_18,Working Age Population (aged 15-64 years)
2013,84.9,ERP_18,Working Age Population (aged 15-64 years)
2014,84.8,ERP_18,Working Age Population (aged 15-64 years)
2015,84.7,ERP_18,Working Age Population (aged 15-64 years)
2016,84.7,ERP_18,Working Age Population (aged 15-64 years)
2017,84.7,ERP_18,Working Age Population (aged 15-64 years)
2012,33.3,ERP_19,Median Age - Males (years)
2013,33.2,ERP_19,Median Age - Males (years)
2014,33.1,ERP_19,Median Age - Males (years)
2015,33.1,ERP_19,Median Age - Males (years)
2016,32.9,ERP_19,Median Age - Males (years)
2017,32.8,ERP_19,Median Age - Males (years)
2012,31.6,ERP_22,Median Age - Females (years)
2013,31.6,ERP_22,Median Age - Females (years)
2014,31.5,ERP_22,Median Age - Females (years)
2015,31.4,ERP_22,Median Age - Females (years)
2016,31.3,ERP_22,Median Age - Females (years)
2017,31.2,ERP_22,Median Age - Females (years)
2012,32.5,ERP_23,Median Age - Persons (years)
2013,32.4,ERP_23,Median Age - Persons (years)
2014,32.4,ERP_23,Median Age - Persons (years)
2015,32.3,ERP_23,Median Age - Persons (years)
2016,32.1,ERP_23,Median Age - Persons (years)
2017,32,ERP_23,Median Age - Persons (years)
2012,2274,BD_2,Births and Deaths - Births (no.)
2013,2300,BD_2,Births and Deaths - Births (no.)
2014,2131,BD_2,Births and Deaths - Births (no.)
2015,2307,BD_2,Births and Deaths - Births (no.)
2016,2362,BD_2,Births and Deaths - Births (no.)
2012,1.1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2013,1.1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2014,1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2015,1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2016,1,BD_3,Births and Deaths - Total fertility rate ( per female) (rate)
2012,649,BD_4,Births and Deaths - Deaths (no.)
2013,709,BD_4,Births and Deaths - Deaths (no.)
2014,743,BD_4,Births and Deaths - Deaths (no.)
2015,687,BD_4,Births and Deaths - Deaths (no.)
2016,681,BD_4,Births and Deaths - Deaths (no.)
2017,673,BD_4,Births and Deaths - Deaths (no.)
2012,5.4,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2013,5.4,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2014,5.2,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2015,5,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2016,4.8,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2017,4.5,BD_5,"Births and Deaths - Standardised death rate (per 1,000 population) (rate)"
2012,7087.6,ERP_21,Population density (ERP at 30 June) (persons/km2)
2013,7340.9,ERP_21,Population density (ERP at 30 June) (persons/km2)
2014,7647.5,ERP_21,Population density (ERP at 30 June) (persons/km2)
2015,8003.5,ERP_21,Population density (ERP at 30 June) (persons/km2)
2016,8328.1,ERP_21,Population density (ERP at 30 June) (persons/km2)
2017,8709.8,ERP_21,Population density (ERP at 30 June) (persons/km2)
2011,1.3,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2016,1.2,CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Proportion of total population (%)
2011,1.3,CENSUS_3,Overseas Born Population - Proportion of Total Population - Census
2016,1.2,CENSUS_3,Overseas Born Population - Proportion of Total Population - Census
2011,3.7,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2016,3,CENSUS_4,Born in Oceania and Antarctica (excluding Australia) (%)
2011,9,CENSUS_5,Born in North-West Europe (%)
2016,8.7,CENSUS_5,Born in North-West Europe (%)
2011,4,CENSUS_6,Born in Southern and Eastern Europe (%)
2016,3.9,CENSUS_6,Born in Southern and Eastern Europe (%)
2011,1.5,CENSUS_7,Born in North Africa and the Middle East (%)
2016,1.4,CENSUS_7,Born in North Africa and the Middle East (%)
2011,8.2,CENSUS_8,Born in South-East Asia (%)
2016,9.6,CENSUS_8,Born in South-East Asia (%)
2011,9.6,CENSUS_9,Born in North-East Asia (%)
2016,14.2,CENSUS_9,Born in North-East Asia (%)
2011,1.9,CENSUS_10,Born in Southern and Central Asia (%)
2016,2.1,CENSUS_10,Born in Southern and Central Asia (%)
2011,3.3,CENSUS_11,Born in Americas (%)
2016,3.9,CENSUS_11,Born in Americas (%)
2011,1,CENSUS_12,Born in Sub-Saharan Africa (%)
2016,1,CENSUS_12,Born in Sub-Saharan Africa (%)
2011,42.4,CENSUS_13,Total born overseas (%)
2016,47.7,CENSUS_13,Total born overseas (%)
2016,7,CENSUS_15,Buddhism (%)
2016,29,CENSUS_16,Christianity (%)
2016,1.4,CENSUS_17,Hinduism (%)
2016,1.4,CENSUS_18,Islam (%)
2016,1,CENSUS_19,Judaism (%)
2016,0.4,CENSUS_20,Other Religions (%)
2016,44,CENSUS_21,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation (%)"
2016,15.8,CENSUS_22,Religious Affiliation - Inadequately described or not stated (%)
2011,62.1,CENSUS_29,Australian citizen (%)
2016,55.9,CENSUS_29,Australian citizen (%)
2011,24.1,CENSUS_30,Not an Australian citizen (%)
2016,30.9,CENSUS_30,Not an Australian citizen (%)
2011,13.8,CENSUS_31,Australian Citizenship - Not stated (%)
2016,13.2,CENSUS_31,Australian Citizenship - Not stated (%)
2011,29.9,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2016,36.2,CENSUS_33,Speaks a Language Other Than English at Home - Proportion of total population (%)
2013,36257,CABEE_2,Number of non-employing businesses (no.)
2014,36480,CABEE_2,Number of non-employing businesses (no.)
2015,36990,CABEE_2,Number of non-employing businesses (no.)
2016,38167,CABEE_2,Number of non-employing businesses (no.)
2017,39794,CABEE_2,Number of non-employing businesses (no.)
